Usuario,Categorias,Numero_articulos,Fecha,Precio,Valoracion,Comentarios,Proveedores
488,Libros,5,2020-09-02 00:36:02.627026,291.99,0.5,muy malo,Ediciones Tomodomo
131,Accesorios,7,2020-10-15 21:31:56.821850,340.43,0.0,no cumple las expectativas,Bimba y Lola
171,Baño,11,2019-09-10 07:34:42.395640,144.84,4.3, muy bueno!,KH7
252,Juguetes,9,2020-02-27 01:06:13.007546,333.4,2.1,no llego en tiempo,Fisher-price
262,Cocina,5,2020-07-30 12:49:51.186776,312.88,4.6,justo lo que esperaba,Bimbo
349,Ferreteria,3,2020-12-22 00:03:03.226328,280.46,3.0, cumple las expectativas,Sika
26,Ropa,11,2020-09-15 01:50:52.649603,432.21,5.0,buena relacion calidad-precio,Hollister
60,Deporte,8,2020-08-05 21:27:00.980073,374.37,0.2,muy malo,Nike
248,Electronica,5,2020-03-15 18:16:34.554318,298.61,0.3,muy malo,Apple
453,Electronica,6,2020-12-10 08:02:04.453787,263.22,1.4,muy malo,Samsumg
121,Deporte,9,2020-05-25 00:09:11.426307,59.43,1.6,no llego en tiempo,Under Armour
339,Accesorios,3,2019-08-06 09:41:49.766374,354.24,0.5,muy malo,Ray-ban
228,Libros,5,2020-11-28 13:15:30.589950,355.58,1.6,no llego en tiempo,Alianza Editorial
56,Baño,7,2020-03-02 13:53:01.766052,309.96,3.8,buena relacion calidad-precio,Cristasol
314,Libros,2,2020-03-22 19:46:24.312951,358.25,1.9,el paquete llego en mal estado,Valdemar
224,Electronica,1,2020-07-09 00:06:36.653249,497.98,3.6,buena relacion calidad-precio,General Electric
367,Juguetes,6,2019-02-07 06:21:15.981237,212.6,3.1,me gusto,Playmobile
327,Hogar,7,2019-09-28 21:43:04.052816,194.66,3.6,buena relacion calidad-precio,Unilever
19,Ropa,11,2019-09-13 10:21:35.003914,114.38,2.2, la calidad no es la esperada,Levis
425,Ropa,3,2020-02-25 09:38:00.577299,27.96,3.3,llego justo a tiempo,Roxy
83,Deporte,2,2019-06-08 15:57:05.522167,37.91,3.1,llego justo a tiempo,Under Armour
349,Baño,3,2020-07-01 04:17:41.518837,211.81,2.8,me gusto,Cif
275,Deporte,7,2019-05-27 01:27:52.235813,333.09,3.6,buena relacion calidad-precio,Under Armour
154,Ferreteria,7,2019-01-24 19:48:44.888311,255.07,0.9,no llego el producto,Yale
486,Hogar,8,2019-06-29 01:58:32.213511,288.25,0.8,no llego el producto,Unilever
480,Zapatos,1,2019-03-30 05:04:39.200718,200.3,4.9, muy bueno!,Skechers
134,Juguetes,10,2020-05-21 09:50:54.769476,416.26,4.1,justo lo que esperaba,Lego
124,Accesorios,2,2019-04-29 20:54:34.796633,471.05,2.6, cumple las expectativas, Michael Kors
291,Deporte,3,2020-04-13 07:45:04.917164,96.79,1.9,el paquete llego en mal estado,Asics
51,Baño,1,2020-05-30 13:53:38.353867,346.18,4.3, muy bueno!,KH7
278,Libros,3,2019-05-12 03:01:44.023376,88.72,0.8,no llego el producto,Valdemar
98,Baño,1,2020-06-24 21:41:57.223169,311.32,0.8,muy malo,Don limpio
380,Juguetes,3,2020-05-11 02:43:55.040026,46.13,3.5,me gusto,Fisher-price
116,Electronica,2,2020-08-11 10:55:06.507467,294.65,1.0,no cumple las expectativas,Sony
372,Deporte,2,2019-06-20 13:43:03.775140,36.78,2.4,el paquete llego en mal estado,Adidas
334,Baño,3,2019-03-20 19:44:03.935746,325.9,1.5,muy malo,Cristasol
93,Juguetes,1,2020-08-16 06:43:29.204730,368.81,5.0,buena relacion calidad-precio,Chicco
225,Deporte,7,2020-11-17 15:06:58.772671,60.69,4.2,justo lo que esperaba,Nike
122,Libros,6,2020-07-08 06:52:37.612187,453.3,3.5,me gusto,Ediciones Tomodomo
81,Electronica,8,2019-06-29 09:14:20.285895,433.41,4.3,buena relacion calidad-precio,General Electric
481,Libros,8,2019-12-18 02:32:48.745279,382.78,0.4,muy malo,Platena Comic
2,Cocina,7,2020-11-20 04:00:35.871309,422.12,0.3,no cumple las expectativas,Bimbo
100,Libros,1,2019-10-09 14:26:07.097274,244.54,4.5,justo lo que esperaba,Valdemar
11,Hogar,6,2019-04-01 10:03:35.625941,494.31,3.9,justo lo que esperaba,Unilever
93,Libros,4,2019-03-05 00:56:16.923122,217.68,3.0,me gusto,Valdemar
462,Hogar,11,2019-07-03 23:07:40.751841,324.86,1.7,no llego en tiempo,Vileda
338,Juguetes,8,2019-04-02 13:52:28.677058,486.83,4.4,justo lo que esperaba,Lego
332,Ropa,7,2020-01-17 09:46:45.379776,320.19,4.3,buena relacion calidad-precio,Hollister
408,Juguetes,6,2019-06-15 03:44:34.727868,138.62,1.0,no llego el producto,Chicco
453,Ropa,5,2020-04-24 12:27:00.051685,257.7,0.5,muy malo,Lacoste
440,Electronica,3,2019-12-14 22:04:26.782059,178.49,4.3,justo lo que esperaba,General Electric
166,Ferreteria,1,2020-11-02 13:16:21.749062,479.04,0.8,no llego el producto,Sika
166,Juguetes,6,2019-09-16 05:54:47.855451,341.3,3.3,me gusto,Chicco
77,Ferreteria,7,2019-12-12 20:39:20.468437,319.57,2.1,no llego en tiempo,Yale
211,Zapatos,11,2019-10-15 06:44:16.975387,358.04,0.9,muy malo,Camper
160,Ropa,6,2019-03-18 09:12:52.626466,480.39,0.4,no llego el producto,Hollister
359,Deporte,2,2020-03-31 14:59:36.323224,238.71,1.4,no llego el producto,Nike
207,Electronica,10,2019-01-27 19:14:21.139935,251.06,0.5,no cumple las expectativas,Sony
275,Libros,11,2020-05-25 09:41:43.898286,322.24,1.0,no cumple las expectativas,Alianza Editorial
370,Ropa,4,2019-11-06 11:32:27.725578,332.92,3.6, muy bueno!,Hollister
412,Ropa,3,2019-03-09 00:47:19.982168,324.33,2.1, la calidad no es la esperada,Hollister
360,Baño,6,2019-06-30 18:14:01.044861,291.18,2.1,no llego en tiempo,Cristasol
211,Baño,9,2019-03-02 07:47:13.294386,372.43,2.3,no llego en tiempo,KH7
271,Cocina,1,2019-08-03 02:49:25.635754,419.94,2.3,no llego en tiempo,Bimbo
257,Accesorios,10,2020-12-29 10:29:50.211767,418.94,2.5,el paquete llego en mal estado,Polo
480,Deporte,6,2020-06-20 06:45:39.852065,246.39,2.3,no llego en tiempo,Nike
484,Cocina,7,2019-07-13 19:09:00.864085,343.69,2.8,llego justo a tiempo,Nescafe
77,Juguetes,9,2019-04-09 20:36:40.304589,292.34,1.6,el paquete llego en mal estado,Playmobile
444,Ferreteria,5,2020-12-01 10:20:35.687237,153.72,2.7, cumple las expectativas,Sika
199,Juguetes,8,2020-12-10 05:12:25.127042,422.26,3.2, cumple las expectativas,Chicco
285,Deporte,10,2020-01-05 21:49:59.035461,131.03,5.0,justo lo que esperaba,Adidas
21,Zapatos,8,2020-07-17 17:06:37.238895,98.42,3.9,justo lo que esperaba,Crocs
96,Ferreteria,5,2019-12-26 17:21:05.513870,207.3,4.4,buena relacion calidad-precio,Pavco
159,Hogar,3,2019-09-21 13:05:49.569995,479.54,4.1,buena relacion calidad-precio,Colgate - palmolive
439,Zapatos,4,2019-02-24 12:07:19.159695,346.67,2.2,el paquete llego en mal estado,New balance
155,Baño,7,2020-06-21 10:28:53.533847,36.68,1.5,muy malo,KH7
217,Ferreteria,2,2019-05-27 10:48:52.158465,387.14,1.1,no llego el producto,Sika
373,Ropa,9,2019-01-15 05:25:27.577951,250.98,1.3,no llego el producto,Hollister
351,Baño,11,2019-04-01 15:32:08.801522,483.73,0.3,no cumple las expectativas,Cristasol
324,Deporte,1,2020-04-05 23:06:55.071307,295.42,2.5, la calidad no es la esperada,Under Armour
404,Electronica,8,2020-02-10 07:19:23.871004,196.52,0.3,no cumple las expectativas,Sony
351,Ropa,5,2019-05-29 19:49:25.907362,21.13,0.3,no llego el producto,Levis
86,Ropa,3,2019-05-11 02:41:09.219373,54.54,3.1,llego justo a tiempo,Roxy
377,Libros,5,2019-09-16 15:52:36.055555,49.47,0.2,no llego el producto,Valdemar
139,Cocina,1,2020-09-01 00:28:51.935700,109.95,2.4, la calidad no es la esperada,Bimbo
237,Ferreteria,7,2019-10-26 10:43:34.690209,302.88,1.3,muy malo,Yale
312,Hogar,4,2019-03-13 07:36:39.115797,443.79,3.0, cumple las expectativas,Henkel
171,Hogar,10,2020-12-02 05:25:45.033392,18.83,1.5,no llego el producto,Henkel
489,Deporte,9,2020-01-27 16:29:58.961442,139.46,1.1,no cumple las expectativas,Under Armour
209,Deporte,10,2019-04-30 12:00:30.816378,10.56,2.3, la calidad no es la esperada,Asics
317,Juguetes,7,2019-01-28 01:56:27.191247,103.24,1.5,muy malo,Playmobile
11,Ferreteria,10,2020-10-29 01:37:37.089770,10.38,0.5,muy malo,Yale
199,Accesorios,3,2019-04-14 23:35:06.171545,191.43,3.0, cumple las expectativas, Michael Kors
485,Juguetes,1,2019-01-02 15:47:03.559349,426.43,4.0,buena relacion calidad-precio,Chicco
207,Libros,1,2019-04-11 09:08:21.337341,132.05,4.7,buena relacion calidad-precio,Ediciones Tomodomo
366,Hogar,9,2020-09-26 10:26:28.115357,264.25,4.2,justo lo que esperaba,Vileda
286,Accesorios,1,2020-01-10 08:38:34.805621,366.12,0.5,no cumple las expectativas,Bimba y Lola
482,Cocina,8,2019-07-23 05:00:49.940832,43.21,4.7,justo lo que esperaba,Bimbo
392,Hogar,6,2019-10-24 00:11:59.729600,217.23,1.8, la calidad no es la esperada,Vileda
13,Ferreteria,8,2020-04-24 15:04:50.775564,435.77,0.5,muy malo,Sika
218,Zapatos,2,2019-05-16 06:54:17.543755,154.39,1.4,muy malo,Skechers
163,Deporte,1,2020-06-24 13:10:26.640002,366.67,1.5,no llego el producto,Adidas
238,Deporte,8,2019-04-07 01:57:02.462571,164.45,2.9,me gusto,Nike
492,Electronica,9,2019-11-04 15:10:45.564399,422.04,4.7,buena relacion calidad-precio,Sony
465,Deporte,3,2019-01-13 09:10:38.995163,99.47,2.5,no llego en tiempo,Nike
429,Hogar,6,2019-07-24 13:55:04.182611,219.57,1.1,muy malo,Unilever
250,Baño,9,2019-03-16 21:16:30.820731,288.16,2.4,no llego en tiempo,Cristasol
227,Zapatos,3,2019-01-01 00:39:09.331022,109.8,2.1,el paquete llego en mal estado,Camper
87,Baño,10,2019-11-22 18:03:55.934340,78.34,4.5,justo lo que esperaba,Cristasol
109,Ferreteria,5,2019-02-17 13:12:31.486160,363.46,1.8, la calidad no es la esperada,3M
198,Baño,2,2020-09-25 03:12:10.152103,356.83,1.7,no llego en tiempo,Don limpio
335,Libros,11,2019-09-15 21:51:23.599340,297.46,3.6, muy bueno!,Ediciones Tomodomo
206,Accesorios,4,2019-06-17 18:54:18.477957,50.81,3.7, muy bueno!, Michael Kors
239,Accesorios,11,2019-03-29 17:10:26.056223,375.67,0.5,muy malo,Bimba y Lola
116,Zapatos,9,2020-04-28 16:33:19.020265,285.99,0.5,muy malo,New balance
206,Accesorios,11,2020-06-24 14:28:33.074855,357.84,4.4,justo lo que esperaba,Bimba y Lola
235,Libros,6,2020-03-18 06:34:31.398400,230.03,1.0,no cumple las expectativas,Alianza Editorial
246,Zapatos,11,2020-03-08 05:03:22.078431,35.25,2.1,el paquete llego en mal estado,Crocs
382,Juguetes,10,2019-01-01 01:17:36.277310,293.85,0.7,muy malo,Chicco
107,Zapatos,1,2020-11-18 02:03:45.362375,308.76,1.6,no llego en tiempo,Skechers
380,Libros,1,2019-11-05 00:54:10.492989,439.66,4.0, muy bueno!,Ediciones Tomodomo
448,Libros,2,2020-12-11 12:56:49.661231,385.12,3.5,me gusto,Valdemar
198,Baño,3,2019-12-03 00:37:20.333119,399.94,0.6,no cumple las expectativas,Cristasol
355,Baño,3,2019-03-17 16:07:29.377637,12.33,1.5,muy malo,KH7
101,Ropa,6,2019-12-28 19:51:30.952645,90.16,1.2,muy malo,Roxy
391,Electronica,8,2020-03-17 11:06:57.922099,48.35,3.7, muy bueno!,Sony
179,Electronica,2,2019-08-18 03:56:42.789460,162.11,2.3,el paquete llego en mal estado,Sony
483,Zapatos,9,2020-10-25 09:29:02.951676,205.54,3.2,llego justo a tiempo,Crocs
166,Baño,8,2020-09-13 16:40:49.930555,384.92,3.0,me gusto,KH7
236,Electronica,8,2020-12-29 20:59:54.041163,255.62,1.1,no cumple las expectativas,Apple
81,Zapatos,4,2020-08-19 12:06:27.974968,340.02,4.1,buena relacion calidad-precio,Camper
467,Accesorios,2,2020-01-16 13:15:50.549679,53.19,0.3,no llego el producto,Bimba y Lola
281,Hogar,2,2019-12-11 13:55:20.344330,284.97,4.8, muy bueno!,Unilever
115,Juguetes,7,2019-10-17 06:57:07.994885,161.07,2.7,llego justo a tiempo,Fisher-price
11,Libros,4,2020-12-02 19:58:15.406873,344.5,1.2,no cumple las expectativas,Alianza Editorial
154,Ferreteria,8,2019-11-20 07:14:27.735953,259.21,4.9,justo lo que esperaba,Sika
102,Ferreteria,4,2019-02-08 18:37:17.768679,352.85,2.7,me gusto,3M
446,Juguetes,9,2020-04-21 02:23:08.011240,211.22,0.4,muy malo,Lego
235,Hogar,10,2019-03-02 15:42:47.388769,117.49,0.1,no cumple las expectativas,Vileda
224,Baño,4,2020-12-17 14:07:23.195789,188.31,1.3,muy malo,Cristasol
139,Hogar,6,2020-10-15 18:40:35.470907,134.47,4.5,justo lo que esperaba,Vileda
318,Zapatos,11,2019-11-06 10:29:09.785118,160.99,0.5,no llego el producto,Crocs
282,Libros,10,2019-02-05 14:08:25.376139,68.88,4.9, muy bueno!,Alianza Editorial
376,Baño,1,2020-01-25 07:39:10.979608,127.71,0.8,muy malo,Cif
296,Electronica,8,2020-05-17 15:39:27.701608,322.77,4.5, muy bueno!,Samsumg
375,Ferreteria,3,2020-03-09 12:46:41.007535,491.0,2.2, la calidad no es la esperada,3M
332,Ferreteria,1,2020-03-02 03:17:47.968446,114.96,3.0,llego justo a tiempo,Yale
286,Hogar,3,2019-02-26 14:26:54.676992,157.65,1.8,el paquete llego en mal estado,Henkel
50,Baño,1,2019-11-26 03:50:11.099696,304.7,2.7,llego justo a tiempo,Cif
161,Deporte,5,2020-06-27 20:06:53.605277,327.68,1.6,no llego en tiempo,Asics
128,Ferreteria,11,2020-05-11 06:07:54.118005,113.06,3.6, muy bueno!,Yale
499,Baño,2,2020-08-11 22:49:04.760381,234.84,0.2,no cumple las expectativas,Don limpio
170,Juguetes,11,2020-06-14 10:34:39.050856,473.52,0.5,no cumple las expectativas,Lego
321,Baño,4,2020-03-24 04:58:40.281370,496.81,1.1,muy malo,Don limpio
383,Electronica,6,2020-06-10 02:22:04.547974,374.72,2.5, la calidad no es la esperada,Samsumg
360,Juguetes,7,2019-05-14 19:10:51.205499,45.55,1.7,el paquete llego en mal estado,Fisher-price
330,Baño,4,2019-02-06 10:06:07.567782,384.21,3.6,buena relacion calidad-precio,Cif
223,Ropa,8,2019-02-03 23:40:33.179106,324.22,1.1,muy malo,Levis
305,Accesorios,7,2019-06-02 04:23:28.424001,424.32,0.1,no llego el producto, Michael Kors
209,Baño,10,2020-06-16 13:41:24.633277,170.89,4.6, muy bueno!,KH7
227,Accesorios,11,2019-02-16 19:05:45.189497,485.64,2.6,llego justo a tiempo,Polo
371,Ferreteria,1,2019-12-22 12:17:00.639901,481.41,0.3,muy malo,3M
21,Juguetes,8,2019-12-06 05:24:27.464336,350.03,0.3,muy malo,Chicco
10,Baño,1,2020-12-18 01:06:07.768143,96.12,3.6, muy bueno!,Cristasol
321,Libros,8,2019-11-14 11:21:20.473326,152.57,0.7,no llego el producto,Platena Comic
284,Libros,11,2019-11-19 08:05:07.179341,312.11,3.6,justo lo que esperaba,Valdemar
484,Baño,6,2019-09-08 08:09:23.283125,244.74,2.9,me gusto,Don limpio
360,Libros,7,2019-12-02 11:48:10.899934,385.93,3.7, muy bueno!,Valdemar
219,Ferreteria,3,2019-09-22 07:33:20.125290,134.4,2.5,el paquete llego en mal estado,Yale
258,Deporte,11,2020-04-10 10:39:42.393105,228.6,1.1,muy malo,Asics
390,Libros,9,2020-04-25 10:05:20.429003,235.14,4.4, muy bueno!,Platena Comic
330,Cocina,3,2019-03-15 11:04:27.503174,289.34,0.4,no llego el producto,Nescafe
12,Cocina,11,2019-09-23 07:49:14.047217,132.99,2.3, la calidad no es la esperada,Oscar mayer
162,Ropa,10,2019-07-23 07:19:32.064167,398.4,4.5,buena relacion calidad-precio,Roxy
149,Electronica,4,2019-01-07 07:32:18.814790,268.54,4.1,buena relacion calidad-precio,Samsumg
160,Ferreteria,10,2020-09-03 13:06:35.810592,163.14,1.4,no llego el producto,Pavco
406,Cocina,6,2019-04-02 18:34:57.898300,471.18,3.1,llego justo a tiempo,Flora
171,Deporte,11,2019-12-21 16:30:00.017554,64.55,4.0,buena relacion calidad-precio,Asics
217,Cocina,2,2020-12-29 08:20:27.165461,151.9,3.1,me gusto,Bimbo
467,Baño,8,2020-07-06 10:00:56.054687,413.08,2.5,el paquete llego en mal estado,Don limpio
436,Libros,2,2020-12-21 11:09:05.965828,298.79,4.7,buena relacion calidad-precio,Ediciones Tomodomo
98,Deporte,7,2020-09-20 18:14:43.834013,104.09,1.7,el paquete llego en mal estado,Adidas
461,Deporte,5,2019-04-06 23:04:13.632489,276.71,1.6,el paquete llego en mal estado,Nike
135,Hogar,11,2020-09-02 18:52:38.714647,68.45,2.7,llego justo a tiempo,Vileda
485,Ferreteria,4,2019-05-23 05:18:17.382387,181.66,1.1,muy malo,3M
361,Juguetes,4,2019-04-04 16:05:10.072522,113.15,1.6,no llego en tiempo,Chicco
474,Deporte,8,2020-04-17 02:23:53.476154,326.68,4.5,buena relacion calidad-precio,Under Armour
220,Ferreteria,2,2020-06-08 17:49:01.398311,285.12,1.9,no llego en tiempo,3M
17,Juguetes,10,2020-06-21 06:23:14.511375,462.1,1.4,no llego el producto,Lego
363,Hogar,9,2019-08-26 09:34:59.682652,290.73,4.3, muy bueno!,Colgate - palmolive
138,Hogar,4,2020-03-25 11:22:45.227486,497.48,1.2,muy malo,Vileda
475,Accesorios,8,2020-06-05 18:39:53.736061,187.58,1.4,no llego el producto, Michael Kors
359,Baño,11,2019-06-12 04:37:38.518134,96.92,3.6,justo lo que esperaba,Cristasol
138,Cocina,3,2019-04-08 15:43:17.356688,153.37,2.0,no llego en tiempo,Flora
329,Accesorios,8,2019-11-11 21:36:39.954106,366.58,4.9,justo lo que esperaba,Ray-ban
130,Baño,2,2019-05-28 17:12:13.534563,393.28,0.9,muy malo,KH7
463,Juguetes,10,2020-04-10 09:17:10.125871,45.67,4.1, muy bueno!,Fisher-price
198,Ferreteria,8,2020-08-21 03:24:35.046808,435.63,0.9,muy malo,Yale
459,Deporte,10,2020-12-17 01:05:49.801199,65.57,0.1,no cumple las expectativas,Under Armour
121,Hogar,8,2019-08-30 17:20:15.743976,232.29,2.6, cumple las expectativas,Colgate - palmolive
376,Baño,8,2019-12-14 02:21:19.832717,286.38,1.1,no llego el producto,Cristasol
488,Electronica,1,2020-08-23 10:07:43.821389,48.53,0.8,muy malo,Sony
327,Libros,6,2020-02-04 15:45:50.695336,60.04,3.5, cumple las expectativas,Valdemar
17,Ferreteria,6,2019-11-05 02:18:24.334686,162.25,4.9,justo lo que esperaba,Pavco
47,Baño,8,2020-11-24 21:40:15.268629,439.34,0.9,no cumple las expectativas,Cristasol
302,Libros,8,2019-12-27 05:11:16.976745,357.57,4.1, muy bueno!,Ediciones Tomodomo
117,Electronica,2,2019-03-30 04:38:58.296985,207.88,4.9,justo lo que esperaba,Samsumg
25,Juguetes,10,2019-11-20 14:55:51.871674,235.93,3.7, muy bueno!,Fisher-price
168,Ferreteria,3,2020-10-21 07:38:34.647168,70.01,4.7,justo lo que esperaba,Sika
385,Accesorios,7,2020-12-15 19:04:23.928173,145.79,0.8,no llego el producto,Bimba y Lola
97,Hogar,2,2019-06-05 16:56:02.424852,370.28,1.4,no llego el producto,Henkel
182,Cocina,9,2019-07-03 10:33:41.395261,157.7,3.8,justo lo que esperaba,Flora
451,Electronica,9,2020-04-19 03:21:51.760818,214.2,0.2,muy malo,Sony
310,Libros,2,2019-04-06 23:53:06.875195,371.23,1.3,no llego el producto,Alianza Editorial
11,Hogar,9,2019-09-08 07:04:23.269341,111.1,3.3, cumple las expectativas,Henkel
6,Ferreteria,9,2020-05-09 16:08:20.361541,489.32,2.5, la calidad no es la esperada,Pavco
175,Electronica,7,2019-12-01 04:56:28.762975,422.87,3.1,llego justo a tiempo,Samsumg
97,Baño,11,2019-08-08 22:18:59.231637,26.5,0.1,muy malo,Cristasol
180,Libros,5,2019-02-03 05:21:20.336106,459.44,4.3,justo lo que esperaba,Alianza Editorial
250,Zapatos,2,2019-03-10 08:47:50.084687,171.03,4.9,justo lo que esperaba,New balance
298,Hogar,3,2019-12-13 00:57:24.101623,482.95,2.2,el paquete llego en mal estado,Colgate - palmolive
182,Baño,4,2019-03-18 07:03:29.970333,460.26,0.4,no cumple las expectativas,Cristasol
494,Libros,5,2020-09-13 19:26:14.024107,148.39,4.6,buena relacion calidad-precio,Ediciones Tomodomo
96,Libros,10,2020-06-30 14:57:06.460058,69.64,2.1, la calidad no es la esperada,Alianza Editorial
295,Libros,6,2019-06-30 07:27:02.211014,311.44,1.2,no cumple las expectativas,Ediciones Tomodomo
230,Baño,5,2020-04-23 17:49:09.299232,21.47,3.3,me gusto,Don limpio
102,Hogar,6,2020-04-13 04:57:00.157203,107.57,2.8,llego justo a tiempo,Colgate - palmolive
326,Hogar,6,2019-09-02 12:23:47.267187,192.19,1.2,muy malo,Colgate - palmolive
29,Accesorios,6,2019-11-06 00:34:46.196708,170.97,2.3, la calidad no es la esperada,Polo
372,Juguetes,1,2019-11-23 10:00:08.279569,171.7,2.0,el paquete llego en mal estado,Fisher-price
265,Accesorios,5,2019-05-01 09:36:22.909917,149.52,1.3,no cumple las expectativas,Polo
403,Ropa,6,2020-07-13 22:22:44.049862,357.24,1.7,el paquete llego en mal estado,Levis
113,Zapatos,10,2020-06-14 17:09:12.227753,43.22,1.2,no cumple las expectativas,New balance
67,Baño,5,2020-02-17 08:54:55.623554,100.02,2.3,no llego en tiempo,Cif
425,Electronica,2,2019-12-24 11:09:28.681767,352.39,0.9,muy malo,Sony
88,Ropa,1,2020-07-02 09:20:39.873183,435.59,0.7,muy malo,Levis
464,Accesorios,4,2019-05-08 03:41:15.610991,367.98,1.8,el paquete llego en mal estado, Michael Kors
462,Electronica,6,2020-05-30 10:11:18.068952,467.43,0.8,no llego el producto,Apple
244,Cocina,3,2019-01-18 00:53:22.687203,305.68,1.2,muy malo,Nescafe
466,Deporte,10,2020-06-07 10:28:15.570261,354.33,2.7,llego justo a tiempo,Asics
430,Ropa,2,2020-04-27 22:02:49.000283,85.86,3.8,buena relacion calidad-precio,Levis
70,Hogar,11,2020-11-18 04:50:18.932471,463.13,4.5,buena relacion calidad-precio,Henkel
340,Baño,2,2019-06-24 10:03:44.566488,201.48,2.9, cumple las expectativas,KH7
158,Hogar,1,2020-08-09 15:56:49.629505,153.85,3.2,me gusto,Henkel
43,Zapatos,11,2019-08-17 08:53:05.778482,48.83,4.4, muy bueno!,New balance
474,Ferreteria,7,2019-03-28 06:09:50.834469,312.59,3.2,llego justo a tiempo,Pavco
425,Deporte,6,2019-02-08 12:49:18.305057,276.05,4.8,justo lo que esperaba,Adidas
194,Electronica,7,2020-01-31 04:24:31.761475,405.9,3.8, muy bueno!,Samsumg
438,Ropa,11,2019-01-18 01:06:32.066092,113.55,2.8,me gusto,Hollister
398,Baño,6,2020-09-16 16:57:23.027539,220.3,2.5, la calidad no es la esperada,KH7
473,Baño,4,2019-03-10 07:54:08.341398,368.36,0.4,muy malo,KH7
330,Ropa,10,2019-01-30 14:06:19.438489,69.29,2.8,me gusto,Lacoste
118,Hogar,8,2019-01-30 12:01:05.225816,340.0,4.0, muy bueno!,Colgate - palmolive
426,Libros,7,2020-10-10 01:43:20.236332,49.66,0.9,no llego el producto,Alianza Editorial
115,Juguetes,2,2019-03-02 23:19:53.414952,440.37,1.6,no llego en tiempo,Playmobile
138,Baño,3,2020-08-02 04:12:19.958346,30.81,2.8,llego justo a tiempo,Cif
285,Ropa,3,2020-06-28 12:51:06.305656,268.16,4.6, muy bueno!,Levis
430,Juguetes,4,2020-06-26 17:34:58.274329,67.35,3.3, cumple las expectativas,Lego
406,Zapatos,2,2019-02-09 03:30:25.225486,194.52,1.2,muy malo,Camper
145,Ropa,8,2020-06-19 10:41:08.004994,324.06,3.2,me gusto,Levis
156,Deporte,1,2020-07-09 16:07:05.757584,35.51,0.7,no llego el producto,Adidas
235,Libros,10,2020-07-27 08:03:24.874544,321.43,4.7,justo lo que esperaba,Ediciones Tomodomo
