,Comentarios
1278, la calidad no es la esperada
1279,llego justo a tiempo
1280,buena relacion calidad-precio
1281,justo lo que esperaba
1282,no cumple las expectativas
1283,no cumple las expectativas
1284,buena relacion calidad-precio
1285,justo lo que esperaba
1286,muy malo
1287,llego justo a tiempo
1288,llego justo a tiempo
1289,llego justo a tiempo
1290, la calidad no es la esperada
1291, cumple las expectativas
1292,muy malo
1293,llego justo a tiempo
1294,no llego el producto
1295,muy malo
1296,muy malo
1297,llego justo a tiempo
1298,no llego en tiempo
1299,no llego el producto
1300,no llego en tiempo
1301,no llego en tiempo
1302,justo lo que esperaba
1303,justo lo que esperaba
1304,no llego el producto
1305, la calidad no es la esperada
1306,no cumple las expectativas
1307, la calidad no es la esperada
1308, muy bueno!
1309, muy bueno!
1310,el paquete llego en mal estado
1311,no llego el producto
1312, muy bueno!
1313,buena relacion calidad-precio
1314, la calidad no es la esperada
1315, la calidad no es la esperada
1316,justo lo que esperaba
1317,no llego en tiempo
1318, cumple las expectativas
1319,el paquete llego en mal estado
1320, muy bueno!
1321,justo lo que esperaba
1322,llego justo a tiempo
1323,no llego en tiempo
1324,justo lo que esperaba
1325,muy malo
1326,justo lo que esperaba
1327,llego justo a tiempo
1328,llego justo a tiempo
1329,no llego el producto
1330,no cumple las expectativas
1331,no llego en tiempo
1332,el paquete llego en mal estado
1333, muy bueno!
1334,me gusto
1335,no llego en tiempo
1336,buena relacion calidad-precio
1337,no llego en tiempo
1338,no llego el producto
1339,no cumple las expectativas
1340,muy malo
1341,me gusto
1342,muy malo
1343,buena relacion calidad-precio
1344,muy malo
1345,justo lo que esperaba
1346,justo lo que esperaba
1347, muy bueno!
1348, muy bueno!
1349, muy bueno!
1350, cumple las expectativas
1351,el paquete llego en mal estado
1352,me gusto
1353,no cumple las expectativas
1354,no cumple las expectativas
1355,buena relacion calidad-precio
1356,buena relacion calidad-precio
1357,me gusto
1358, muy bueno!
1359,no llego el producto
1360,buena relacion calidad-precio
1361,no cumple las expectativas
1362,muy malo
1363,no llego en tiempo
1364,justo lo que esperaba
1365,no cumple las expectativas
1366,no cumple las expectativas
1367,muy malo
1368, muy bueno!
1369,muy malo
1370,justo lo que esperaba
1371,el paquete llego en mal estado
1372,muy malo
1373,no llego el producto
1374,buena relacion calidad-precio
1375,buena relacion calidad-precio
1376,no cumple las expectativas
1377,me gusto
1378,justo lo que esperaba
1379,no llego en tiempo
1380,llego justo a tiempo
1381,no llego en tiempo
1382, la calidad no es la esperada
1383,muy malo
1384,me gusto
1385,buena relacion calidad-precio
1386,no llego en tiempo
1387,el paquete llego en mal estado
1388,buena relacion calidad-precio
1389,no cumple las expectativas
1390,no llego en tiempo
1391,justo lo que esperaba
1392, cumple las expectativas
1393, muy bueno!
1394,no cumple las expectativas
1395,no llego el producto
1396,buena relacion calidad-precio
1397,no cumple las expectativas
1398,llego justo a tiempo
1399,me gusto
1400, la calidad no es la esperada
1401,muy malo
1402,no llego el producto
1403, la calidad no es la esperada
1404,muy malo
1405,el paquete llego en mal estado
1406,justo lo que esperaba
1407,el paquete llego en mal estado
1408, muy bueno!
1409,no llego el producto
1410,no cumple las expectativas
1411, cumple las expectativas
1412, cumple las expectativas
1413,buena relacion calidad-precio
1414,muy malo
1415,me gusto
1416,llego justo a tiempo
1417,llego justo a tiempo
1418,el paquete llego en mal estado
1419,buena relacion calidad-precio
1420, cumple las expectativas
1421,no llego en tiempo
1422,buena relacion calidad-precio
1423, muy bueno!
1424,me gusto
1425,no cumple las expectativas
1426,buena relacion calidad-precio
1427,llego justo a tiempo
1428, muy bueno!
1429,no llego el producto
1430,llego justo a tiempo
1431, cumple las expectativas
1432, la calidad no es la esperada
1433,no llego el producto
1434,buena relacion calidad-precio
1435, cumple las expectativas
1436, muy bueno!
1437,no llego en tiempo
1438, muy bueno!
1439,no llego el producto
1440, muy bueno!
1441,el paquete llego en mal estado
1442,no cumple las expectativas
1443, la calidad no es la esperada
1444, cumple las expectativas
1445,llego justo a tiempo
1446,buena relacion calidad-precio
1447, la calidad no es la esperada
1448,el paquete llego en mal estado
1449,buena relacion calidad-precio
1450,no llego en tiempo
1451,justo lo que esperaba
1452,buena relacion calidad-precio
1453,no llego en tiempo
1454,no cumple las expectativas
1455,no cumple las expectativas
1456,no llego el producto
1457,el paquete llego en mal estado
1458,llego justo a tiempo
1459, la calidad no es la esperada
1460,me gusto
1461, la calidad no es la esperada
1462,muy malo
1463,me gusto
1464,me gusto
1465,muy malo
1466, muy bueno!
1467, cumple las expectativas
1468,no cumple las expectativas
1469, cumple las expectativas
1470, la calidad no es la esperada
1471,me gusto
1472,no cumple las expectativas
1473,me gusto
1474,me gusto
1475,el paquete llego en mal estado
1476,no llego el producto
1477,justo lo que esperaba
1478, muy bueno!
1479,llego justo a tiempo
1480,no llego el producto
1481,muy malo
1482,me gusto
1483,el paquete llego en mal estado
1484,no llego el producto
1485,el paquete llego en mal estado
1486,justo lo que esperaba
1487,muy malo
1488, muy bueno!
1489,no cumple las expectativas
1490,buena relacion calidad-precio
1491,buena relacion calidad-precio
1492, cumple las expectativas
1493,no llego el producto
1494,justo lo que esperaba
1495, cumple las expectativas
1496, muy bueno!
1497,no cumple las expectativas
1498,no llego en tiempo
1499,me gusto
1500,muy malo
1501,no llego en tiempo
1502,no llego el producto
1503,justo lo que esperaba
1504, muy bueno!
1505, la calidad no es la esperada
1506,no llego el producto
1507, muy bueno!
1508,muy malo
1509, cumple las expectativas
1510, cumple las expectativas
1511,buena relacion calidad-precio
1512,muy malo
1513,llego justo a tiempo
1514,me gusto
1515, muy bueno!
1516,me gusto
1517,buena relacion calidad-precio
1518,buena relacion calidad-precio
1519,el paquete llego en mal estado
1520, cumple las expectativas
1521,me gusto
1522,el paquete llego en mal estado
1523,buena relacion calidad-precio
1524,me gusto
1525, la calidad no es la esperada
1526,justo lo que esperaba
1527,justo lo que esperaba
1528,no llego en tiempo
1529,no llego en tiempo
1530,no cumple las expectativas
1531,me gusto
1532,el paquete llego en mal estado
1533,muy malo
1534,buena relacion calidad-precio
1535,llego justo a tiempo
1536, muy bueno!
1537, muy bueno!
1538,no llego el producto
1539,muy malo
1540,no llego el producto
1541,no llego el producto
1542, la calidad no es la esperada
1543, muy bueno!
1544,muy malo
1545,buena relacion calidad-precio
1546,no llego el producto
1547, cumple las expectativas
1548,muy malo
1549,buena relacion calidad-precio
1550,no llego el producto
1551,justo lo que esperaba
1552,el paquete llego en mal estado
1553, la calidad no es la esperada
1554,no cumple las expectativas
1555,no cumple las expectativas
1556, la calidad no es la esperada
1557, muy bueno!
1558,justo lo que esperaba
1559,me gusto
1560,muy malo
1561, cumple las expectativas
1562,no llego el producto
1563,llego justo a tiempo
1564, la calidad no es la esperada
1565,justo lo que esperaba
1566, cumple las expectativas
1567,justo lo que esperaba
1568, muy bueno!
1569,no cumple las expectativas
1570,no llego el producto
1571,no cumple las expectativas
1572, la calidad no es la esperada
1573,no llego el producto
1574, cumple las expectativas
1575,no llego en tiempo
1576,buena relacion calidad-precio
1577,muy malo
1578,buena relacion calidad-precio
1579,no llego el producto
1580,muy malo
1581,el paquete llego en mal estado
1582,no cumple las expectativas
1583,llego justo a tiempo
1584,justo lo que esperaba
1585,llego justo a tiempo
1586,muy malo
1587,me gusto
1588, cumple las expectativas
1589,buena relacion calidad-precio
1590,justo lo que esperaba
1591,no llego en tiempo
1592,muy malo
1593,muy malo
1594, cumple las expectativas
1595,justo lo que esperaba
1596,no llego el producto
1597,no cumple las expectativas
1598,llego justo a tiempo
1599,muy malo
1600,llego justo a tiempo
1601,buena relacion calidad-precio
1602,buena relacion calidad-precio
1603,me gusto
1604, muy bueno!
1605,muy malo
1606,no llego en tiempo
1607,no cumple las expectativas
1608, muy bueno!
1609,no llego el producto
1610, cumple las expectativas
1611, la calidad no es la esperada
1612,no llego en tiempo
1613,no llego el producto
1614,no llego en tiempo
1615,justo lo que esperaba
1616,me gusto
1617,muy malo
1618, cumple las expectativas
1619,muy malo
1620,buena relacion calidad-precio
1621,justo lo que esperaba
1622,me gusto
1623,buena relacion calidad-precio
1624,no cumple las expectativas
1625,no cumple las expectativas
1626,buena relacion calidad-precio
1627,muy malo
1628,el paquete llego en mal estado
1629,no cumple las expectativas
1630, muy bueno!
1631,llego justo a tiempo
1632, cumple las expectativas
1633,no llego en tiempo
1634,justo lo que esperaba
1635, muy bueno!
1636, la calidad no es la esperada
1637,me gusto
1638,no llego en tiempo
1639,el paquete llego en mal estado
1640,muy malo
1641, muy bueno!
1642,no llego el producto
1643,llego justo a tiempo
1644,no llego el producto
1645,buena relacion calidad-precio
1646,no llego en tiempo
1647,no llego en tiempo
1648,justo lo que esperaba
1649,muy malo
1650, la calidad no es la esperada
1651, la calidad no es la esperada
1652,llego justo a tiempo
1653,buena relacion calidad-precio
1654,no llego en tiempo
1655,justo lo que esperaba
1656, la calidad no es la esperada
1657,no llego en tiempo
1658,no cumple las expectativas
1659,no llego en tiempo
1660,me gusto
1661,justo lo que esperaba
1662,llego justo a tiempo
1663,no cumple las expectativas
1664,justo lo que esperaba
1665,no cumple las expectativas
1666,el paquete llego en mal estado
1667,muy malo
1668, muy bueno!
1669,no cumple las expectativas
1670,no llego el producto
1671,no llego el producto
1672,muy malo
1673,no cumple las expectativas
1674,me gusto
1675,no llego el producto
1676,justo lo que esperaba
1677,justo lo que esperaba
1678, cumple las expectativas
1679,me gusto
1680,no cumple las expectativas
1681,buena relacion calidad-precio
1682,muy malo
1683, cumple las expectativas
1684,muy malo
1685,el paquete llego en mal estado
1686,no cumple las expectativas
1687,justo lo que esperaba
1688,llego justo a tiempo
1689,buena relacion calidad-precio
1690,muy malo
1691,justo lo que esperaba
1692,el paquete llego en mal estado
1693,muy malo
1694,justo lo que esperaba
1695,buena relacion calidad-precio
1696, la calidad no es la esperada
1697,me gusto
1698,no llego en tiempo
1699,no llego en tiempo
1700,muy malo
1701,no cumple las expectativas
1702,buena relacion calidad-precio
1703, cumple las expectativas
1704, muy bueno!
1705, muy bueno!
1706,no llego el producto
1707,el paquete llego en mal estado
1708,justo lo que esperaba
1709, la calidad no es la esperada
1710, la calidad no es la esperada
1711,muy malo
1712,muy malo
1713,buena relacion calidad-precio
1714,muy malo
1715, cumple las expectativas
1716,justo lo que esperaba
1717,justo lo que esperaba
1718,buena relacion calidad-precio
1719, la calidad no es la esperada
1720,no llego el producto
1721,no llego en tiempo
1722,justo lo que esperaba
1723,buena relacion calidad-precio
1724, muy bueno!
1725,buena relacion calidad-precio
1726,llego justo a tiempo
1727,buena relacion calidad-precio
1728,no llego el producto
1729,me gusto
1730,el paquete llego en mal estado
1731,muy malo
1732,buena relacion calidad-precio
1733,muy malo
1734, cumple las expectativas
1735,llego justo a tiempo
1736,no llego el producto
1737,muy malo
1738, muy bueno!
1739,justo lo que esperaba
1740, cumple las expectativas
1741,no llego en tiempo
1742, la calidad no es la esperada
1743,no llego el producto
1744,no cumple las expectativas
1745, la calidad no es la esperada
1746,llego justo a tiempo
1747,me gusto
1748,no llego en tiempo
1749,justo lo que esperaba
1750,justo lo que esperaba
1751, cumple las expectativas
1752,no llego el producto
1753,no llego el producto
1754,llego justo a tiempo
1755,justo lo que esperaba
1756,no llego en tiempo
1757,no llego en tiempo
1758,el paquete llego en mal estado
1759,no cumple las expectativas
1760, muy bueno!
1761,llego justo a tiempo
1762,buena relacion calidad-precio
1763, muy bueno!
1764, cumple las expectativas
1765,me gusto
1766, cumple las expectativas
1767,no cumple las expectativas
1768, cumple las expectativas
1769,buena relacion calidad-precio
1770,no llego el producto
1771,no llego el producto
1772, muy bueno!
1773,no cumple las expectativas
1774,buena relacion calidad-precio
1775,no llego el producto
1776,buena relacion calidad-precio
1777,justo lo que esperaba
1778, muy bueno!
1779, muy bueno!
1780,no llego el producto
1781,no llego el producto
1782,no llego el producto
1783, muy bueno!
1784,llego justo a tiempo
1785,muy malo
1786,llego justo a tiempo
1787,no cumple las expectativas
1788,buena relacion calidad-precio
